,0,1,2
0,1.0,2.153564453125,2.3250852391475023
1,1.0,1.939208984375,2.3250319238264496
2,1.0,2.333740234375,2.3444621247688358
3,1.0,2.09765625,2.1615255594519294
4,1.0,1.836669921875,2.271212394126745
5,1.0,1.969482421875,2.1918769245866665
6,1.0,2.5419921875,2.191304201932517
7,1.0,1.853759765625,2.2026957729646592
8,1.0,2.472412109375,2.2023691052704053
9,1.0,2.361083984375,2.197614809232623
10,1.0,2.31201171875,2.2002235443502682
11,1.0,1.9013671875,2.174882329579876
12,1.0,2.530029296875,2.229225223039427
13,1.0,1.948486328125,2.2281609908415447
14,1.0,2.573486328125,2.2875628927024367
15,1.0,2.305908203125,2.3393821507855215
16,1.0,2.205078125,2.30283092374726
17,1.0,2.26025390625,2.3378496941583604
18,1.0,1.987548828125,2.3198548732228996
19,1.0,1.599853515625,2.304273862453674
20,1.0,2.203857421875,2.3017578946048154
21,1.0,1.880126953125,2.325533523893512
22,1.0,2.19384765625,2.361365671838758
23,1.0,2.718505859375,2.3037383350657668
24,1.0,2.312255859375,2.337499270674884
25,1.0,2.054931640625,2.196734738688665
26,1.0,2.800048828125,2.177842131526501
27,1.0,1.8759765625,2.2026957729646592
28,1.0,2.201416015625,2.1943703957864105
29,1.0,2.074462890625,2.3139099936174383
30,1.0,2.09228515625,2.2048721709339065
31,1.0,2.218505859375,2.1890843486802263
32,1.0,2.5380859375,2.3685010812833007
33,1.0,2.47802734375,2.3126207704453323
34,1.0,2.39013671875,2.30401478135868
35,1.0,2.781494140625,2.2523838533805445
36,1.0,2.194091796875,2.3345877451757957
37,1.0,2.566162109375,2.313800373262184
38,1.0,1.83154296875,2.3372160813375755
39,1.0,1.676025390625,2.312907859960068
40,1.0,2.977294921875,2.3157142731722415
41,1.0,1.801513671875,2.335719933509185
42,1.0,2.34716796875,2.1612547761220293
43,1.0,2.182373046875,2.1642193524138498
44,1.0,2.124267578125,2.3507141129263207
45,1.0,1.7001953125,2.1652214860712204
46,1.0,2.4423828125,2.2044907850338045
47,1.0,1.800048828125,2.174775735328611
48,1.0,1.838134765625,2.194986473070843
49,1.0,1.48291015625,2.1891909429314915
50,1.0,2.099609375,2.329364351883498
51,1.0,2.25244140625,2.202865055910679
52,1.0,3.16748046875,2.212819927561858
53,1.0,2.09619140625,2.22492181120457
54,1.0,1.76953125,2.157746369416291
55,1.0,2.429931640625,2.335221357996581
56,1.0,2.13427734375,2.313800373262184
57,1.0,1.9619140625,2.3280983200243397
58,1.0,2.348388671875,2.325533523893512
59,1.0,1.66748046875,2.310723310474835
60,1.0,1.900634765625,2.3345877451757957
61,1.0,2.03857421875,2.3023008602687165
62,1.0,2.959228515625,2.3157142731722415
63,1.0,2.60107421875,2.2173590661521203
64,1.0,2.577392578125,2.3379297804027788
65,1.0,2.439208984375,2.199133277882488
66,1.0,2.833251953125,2.202014317128921
67,1.0,1.94287109375,2.205415136597808
68,1.0,2.3837890625,2.165453198048273
69,1.0,1.991943359375,2.166242872679162
70,1.0,2.384033203125,2.200086971488612
71,1.0,1.927001953125,2.165453198048273
72,1.0,2.62646484375,2.1953070751999078
73,1.0,2.167724609375,2.2127920431811074
74,1.0,2.9853515625,2.3250319238264496
75,1.0,2.139404296875,2.313789706672725
76,1.0,2.13427734375,2.313800373262184
77,1.0,2.49072265625,2.3215090731398953
78,1.0,1.95556640625,2.325396951031856
79,1.0,1.745361328125,2.3063155954923107
80,1.0,2.261474609375,2.3366000040531434
81,1.0,2.050048828125,2.327991725773075
82,1.0,2.94091796875,2.33500413893371
83,1.0,2.05419921875,2.335719933509185
84,1.0,2.25537109375,2.3250658879418453
85,1.0,2.033935546875,2.2821306200066105
86,1.0,2.445068359375,2.1969987319481907
87,1.0,2.136962890625,2.2002235443502682
88,1.0,2.610595703125,2.199017568439238
89,1.0,2.57861328125,2.219754174390039
90,1.0,2.32275390625,2.2409480939192346
91,1.0,2.14111328125,2.217692413303902
92,1.0,2.1953125,2.3479076997141473
93,1.0,1.796875,2.2297857043973908
94,1.0,2.92822265625,2.1929933399515416
95,1.0,1.951904296875,2.3378496941583604
96,1.0,2.768310546875,2.3250319238264496
97,1.0,2.250732421875,2.3157142731722415
98,1.0,2.443359375,2.3208763372080456
99,1.0,1.99951171875,2.343240777998245
100,1.0,2.30419921875,2.334370526112925
101,1.0,1.9111328125,2.313800373262184
102,1.0,2.780517578125,2.313789706672725
103,1.0,1.763916015625,2.333490455568967
104,1.0,2.294677734375,2.3407040012089335
105,1.0,2.07373046875,2.1652214860712204
106,1.0,2.23193359375,2.2044907850338045
107,1.0,1.96435546875,2.200722770779702
108,1.0,2.438720703125,2.202014317128921
109,1.0,2.560546875,2.193301825065795
110,1.0,2.488037109375,2.2016663466010136
111,1.0,2.100830078125,2.241022576931345
112,1.0,2.017333984375,2.2409010044180135
113,1.0,1.875244140625,2.2116159294874045
114,1.0,2.5234375,2.2823713755972546
115,1.0,2.215576171875,2.31650394780313
116,1.0,1.847412109375,2.313800373262184
117,1.0,1.94775390625,2.327425134190729
118,1.0,2.420654296875,2.3081554627633856
119,1.0,3.17138671875,2.3474635317515324
120,1.0,2.338623046875,2.313789706672725
121,1.0,2.0576171875,2.3070608126860823
