,0,1,2
0,1.0,1.765380859375,2.207757256925106
1,1.0,1.92626953125,3.728731509298086
2,1.0,2.047119140625,2.108068640343845
3,1.0,2.176025390625,3.967443640343845
4,1.0,1.98974609375,2.270257256925106
5,1.0,1.901123046875,3.473963364958763
6,1.0,2.299072265625,2.786463364958763
7,1.0,1.99072265625,3.295568640343845
8,1.0,1.8369140625,1.576818640343845
9,1.0,1.98876953125,4.317713364958763
10,1.0,3.354248046875,4.614007256925106
11,1.0,1.88037109375,1.0646690092980862
12,1.0,2.103271484375,3.4110064022243023
13,1.0,2.008056640625,2.4266314022243023
14,1.0,2.022216796875,3.244356509298086
15,1.0,2.22705078125,1.1297564022243023
16,1.0,2.058349609375,3.6063189022243023
17,1.0,1.869384765625,1.9661508649587631
18,1.0,1.985107421875,3.379632256925106
19,1.0,2.24951171875,1.8328814022243023
20,1.0,1.885986328125,3.2781939022243023
21,1.0,2.010986328125,2.473382256925106
22,1.0,1.73974609375,4.489588364958763
23,1.0,1.98583984375,2.973963364958763
24,1.0,2.126708984375,2.395838364958763
25,1.0,2.071533203125,3.020838364958763
26,1.0,2.133056640625,3.822481509298086
27,1.0,2.083984375,2.8250689022243023
28,1.0,1.89404296875,3.114588364958763
29,1.0,2.173583984375,3.819006140343845
30,1.0,2.534912109375,2.615881140343845
31,1.0,2.894775390625,3.869356509298086
32,1.0,1.805908203125,1.4192758649587631
33,1.0,2.260986328125,3.881506140343845
34,1.0,2.22998046875,1.2860064022243023
35,1.0,1.891845703125,3.5438189022243023
36,1.0,2.407470703125,1.4427133649587631
37,1.0,2.066650390625,3.832757256925106
38,1.0,2.008056640625,2.755213364958763
39,1.0,2.447998046875,3.561193640343845
40,1.0,2.098388671875,7.358068640343845
41,1.0,2.07470703125,4.208338364958763
42,1.0,2.109130859375,5.536463364958763
43,1.0,1.97119140625,3.317132256925106
44,1.0,2.527587890625,3.114007256925106
45,1.0,2.2939453125,2.772131140343845
46,1.0,2.33642578125,4.192132256925106
47,1.0,2.220458984375,3.244356509298086
48,1.0,2.920166015625,3.661463364958763
49,1.0,2.196533203125,2.791231509298086
50,1.0,2.185791015625,3.744356509298086
51,1.0,4.596435546875,3.145257256925106
52,1.0,2.010009765625,1.834631140343845
53,1.0,2.22509765625,3.8485064022243023
54,1.0,2.49560546875,3.700525864958763
55,1.0,2.110107421875,3.302088364958763
56,1.0,2.7626953125,1.793694756925106
57,1.0,2.2509765625,3.509981509298086
58,1.0,2.52978515625,3.192132256925106
59,1.0,2.482177734375,3.353731509298086
60,1.0,2.078857421875,-5.096349135041237
61,1.0,2.447998046875,-0.8233685977756977
62,1.0,2.103515625,3.584631140343845
63,1.0,1.93359375,2.834631140343845
64,1.0,2.210693359375,3.630213364958763
65,1.0,2.318603515625,3.270257256925106
66,1.0,2.286865234375,3.7938189022243023
67,1.0,2.471435546875,3.045568640343845
68,1.0,2.49169921875,3.600256140343845
69,1.0,2.51171875,3.279943640343845
70,1.0,2.089111328125,1.614007256925106
71,1.0,2.93505859375,2.615881140343845
72,1.0,1.95654296875,4.067713364958763
73,1.0,2.15234375,3.1922564022243023
74,1.0,2.216064453125,2.697481509298086
75,1.0,1.992919921875,2.713106509298086
76,1.0,2.492431640625,3.694006140343845
77,1.0,2.329345703125,2.990881140343845
78,1.0,2.32177734375,3.1610064022243023
79,1.0,2.158447265625,2.3797564022243023
80,1.0,2.041015625,3.270838364958763
81,1.0,2.1943359375,11.619356509298086
82,1.0,1.783935546875,2.583338364958763
83,1.0,2.003662109375,2.630213364958763
84,1.0,2.25146484375,2.7391314022243023
85,1.0,2.384033203125,3.098382256925106
86,1.0,2.210205078125,3.239588364958763
87,1.0,2.31103515625,2.397131140343845
88,1.0,2.255126953125,3.927088364958763
89,1.0,2.599365234375,2.103731509298086
90,1.0,2.12744140625,3.5360064022243023
91,1.0,2.65966796875,2.525606509298086
92,1.0,2.0595703125,3.8797564022243023
93,1.0,2.26416015625,2.772131140343845
94,1.0,2.728515625,2.582757256925106
95,1.0,2.107177734375,3.817713364958763
96,1.0,2.374267578125,3.275606509298086
97,1.0,2.0615234375,3.240881140343845
98,1.0,1.95556640625,2.412756140343845
99,1.0,2.346435546875,2.928381140343845
100,1.0,1.957275390625,3.489588364958763
101,1.0,1.743408203125,2.817132256925106
102,1.0,2.0234375,2.650606509298086
103,1.0,2.1171875,3.645838364958763
104,1.0,2.2978515625,3.056856509298086
105,1.0,2.203125,2.865881140343845
106,1.0,2.162353515625,2.709631140343845
107,1.0,2.319091796875,3.0203814022243023
108,1.0,2.136962890625,3.254632256925106
109,1.0,2.14306640625,3.489588364958763
110,1.0,2.21435546875,3.1453814022243023
111,1.0,2.506103515625,2.256506140343845
112,1.0,1.927001953125,2.256506140343845
113,1.0,1.874755859375,2.6453814022243023
114,1.0,2.531982421875,2.770257256925106
115,1.0,2.063232421875,3.067132256925106
116,1.0,2.294189453125,3.1453814022243023
117,1.0,2.38232421875,2.740881140343845
118,1.0,2.097900390625,3.2000689022243023
119,1.0,2.0615234375,2.3328814022243023
120,1.0,2.079833984375,3.259981509298086
121,1.0,2.118408203125,2.3016314022243023
122,1.0,1.72119140625,2.869356509298086
123,1.0,1.813720703125,2.708338364958763
124,1.0,1.8994140625,3.067713364958763
125,1.0,1.94189453125,2.8172564022243023
126,1.0,1.77734375,2.848963364958763
127,1.0,1.912109375,2.551507256925106
128,1.0,2.318603515625,3.208338364958763
129,1.0,2.2734375,2.053381140343845
130,1.0,2.063232421875,3.884981509298086
131,1.0,2.330810546875,2.7391314022243023
132,1.0,1.892822265625,2.259981509298086
133,1.0,2.05517578125,3.412756140343845
134,1.0,2.196533203125,2.4891314022243023
135,1.0,1.76513671875,2.848382256925106
136,1.0,2.17138671875,2.723382256925106
137,1.0,1.87451171875,3.213106509298086
138,1.0,2.160888671875,2.900606509298086
139,1.0,2.312744140625,2.838106509298086
140,1.0,2.41650390625,2.707757256925106
141,1.0,2.731201171875,1.9270883649587631
142,1.0,1.826416015625,2.756506140343845
143,1.0,1.95361328125,2.348963364958763
144,1.0,2.012451171875,3.756506140343845
145,1.0,2.0869140625,2.7547564022243023
