-2.998986084,-3.030570957
-2.40105249,-1.96543138
-1.749442871,-1.76820745
-1.100309937,-1.241435638
-0.457428558,-0.855378116
0.186347046,0.940517091
0.835127686,0.481161062
1.456469971,1.297969313
2.101997803,1.309371363
2.711849609,2.029831925
3.347110596,2.691513255
3.018390137,3.525622441
2.38608667,2.184206038
1.734862427,1.70384131
1.115572632,1.157666837
0.491549866,0.866963316
-0.138797104,0.323133786
-0.775878784,-0.261115949
-1.399291504,-1.324035203
-2.0193927,-2.156301531
-2.616361084,-2.071337715
-3.254297363,-2.694465763
-2.854244873,-2.954693372
-2.232755127,-2.236387455
-1.613079224,-1.823970211
-0.985139099,-0.993383817
-0.372380127,-0.585382
0.235694962,0.839743281
0.85064917,0.719725922
1.440544434,1.669753573
2.071060547,1.661502136
2.676105957,2.435664567
3.309456299,2.804065322
3.554353271,3.263976466
2.984993896,2.947931757
2.346134766,2.493324365
1.715259766,1.499709627
1.075650391,1.311399406
0.455391205,0.451349964
-0.15920932,0.37390846
-0.781333008,-0.354961645
-1.403077271,-1.501806593
-2.030738647,-2.283094937
-2.652332764,-2.119526396
-3.276371094,-2.870491161
-3.455248047,-3.450414079
-2.883061768,-2.671247854
-2.241249756,-2.432062141
-1.633313599,-1.783624032
-0.985089783,-1.036785687
-0.370686218,-0.648186918
0.262660217,-0.135745509
0.874712524,0.475813523
1.502628174,1.337866468
2.123181152,2.020986073
2.760906006,2.335164436
3.378238037,2.762569457
3.550580566,3.123194833
2.958241211,3.148011465
2.339793213,2.323131023
1.709360352,1.996694091
1.075450562,0.54168395
0.455362396,0.77247875
-0.167218704,-0.41082758
-0.78544397,-1.042046331
-1.391889282,-1.489980156
-2.027297241,-1.782103053
-2.622766602,-2.569066401
-3.232171631,-2.926675449
-2.935517578,-2.810148938
-2.304450439,-2.297760084
-1.663831665,-1.787450393
-1.024745361,-1.1048918
-0.387413635,-0.361679265
0.255467865,0.210903236
0.876116943,0.71751562
1.512455566,2.138014844
2.156495361,2.180826254
2.781274414,2.754580373
3.376762207,3.254294632
3.459613281,3.527109005
2.87152002,3.202494724
2.243415283,2.419439351
1.604057373,1.845070785
0.953178345,1.201488546
0.340223877,0.712191197
-0.320123077,-0.383940219
-0.952804565,-0.796099182
-1.574565308,-1.353425271
-2.207371582,-1.579021125
-2.847173096,-2.344086409
-3.400306641,-3.013010242
-3.460733398,-3.466160555
-2.852867188,-2.922390985
-2.236351807,-2.150259687
-1.602625244,-1.922040411
-0.951070801,-1.404983816
-0.356169647,-0.567526619
0.281765656,0.315795301
0.898684448,1.13755389
1.544022705,1.315626475
2.164064209,1.735125964
2.775620117,2.418261602
3.367871826,2.491473892
3.580499268,3.493063664
2.983284912,3.303160834
2.359065186,1.99250947
1.734925903,1.129569233
1.11104248,1.179939537
0.480084808,0.544181128
-0.148071121,-0.102895806
-0.775248657,-1.161050995
-1.383678345,-1.515920074
-1.997391357,-2.20326818
-2.639658936,-2.838216867
-3.235512939,-2.924711403
-2.939682129,-2.945043829
-2.290157715,-2.48816455
-1.662591064,-2.011188099
-1.029024902,-1.108131889
-0.407042633,-0.828904699
0.225119598,0.254128595
0.86076123,1.352023468
1.514229858,2.042645569
2.146991699,1.761264935
2.777074707,2.369275102
3.390985352,2.800362935
3.519130371,3.346060268
2.89985376,3.310124124
2.293204346,2.480816424
1.673048584,2.127489844
1.061349854,1.509862907
0.429463989,1.009853947
-0.189489944,0.657790442
-0.807892029,0.522445195
-1.449436401,-0.056993723
-2.073823486,-1.466451286
-2.669966309,-2.481331138
-3.306962646,-2.999522534
-3.483135986,-3.406887668
-2.888054932,-2.437545881
-2.270823242,-1.902603289
-1.663594116,-1.385421776
-1.0227995,-0.672849401
-0.402412903,-1.155380307
0.234186081,-0.236033805
0.843357483,0.339533065
1.467897217,1.433622907
2.071922119,2.077096517
2.688666504,2.665450054
3.334043945,3.121213939
3.541511963,3.57411715
2.970539795,2.583396876
2.3385896,2.327920626
1.718738892,1.96762281
1.086310669,0.974064415
0.470846405,0.456031767
-0.155995682,-0.33184745
-0.759024414,-0.943706398
-1.361684448,-1.425698591
-1.969833984,-1.642480297
-2.598977783,-2.491744449
-3.231674316,-3.052003603
-2.94976001,-2.994105513
-2.363059326,-2.548805143
-1.760174561,-2.030902593
-1.144650024,-1.091950558
-0.547581665,-0.661140632
0.053126892,-0.211206909
0.674933228,0.402673044
1.268227295,1.761445838
1.85911145,2.114270226
2.426032227,2.693151978
2.963607178,3.321038641
3.508396973,2.976673966
3.117654297,3.460316207
2.526359863,2.730276891
1.910783936,2.139295499
1.322529907,1.444026427
0.722257813,1.140666203
0.108582161,0.602026239
-0.488213165,-0.274197544
-1.093408203,-0.630561164
-1.675157593,-2.004859748
-2.256398682,-2.239006494
-2.83447998,-2.806094038
-3.371504883,-3.322110571
-3.019275391,-3.037262321
-2.404557617,-2.277970426
-1.81596814,-1.694004481
-1.199270508,-1.242920737
-0.602530518,-0.574988061
0.001459048,-0.025519061
0.608371582,0.716691452
1.219236694,0.587984111
1.834561523,1.343275689
2.406532227,2.250802721
2.958367432,2.963750213
3.527646973,3.119893219
-3.020289063,-2.902026024
-2.454234863,-1.830687719
-1.898902344,-1.943574255
-1.332224609,-1.552948012
-0.76056134,-0.886529337
-0.174534378,-0.26856664
0.364554565,0.623183923
0.939426941,0.470472915
1.474240112,2.10943647
2.064437988,1.776262513
2.631617432,2.640547266
3.179276855,2.885455001
3.534300537,3.557134461
3.007067139,3.084470841
2.414948975,2.307304338
1.867168701,2.401640432
1.297713379,1.647506194
0.727197632,1.107304895
0.164818008,0.072834961
-0.43087265,-0.34335599
-1.015599731,-0.661007795
-1.598055786,-1.35342743
-2.151072021,-1.138808619
-2.74472583,-2.402784633
-3.265793945,-3.30644634
-3.466303223,-3.406904368
-3.011956787,-3.134531518
-2.402876221,-2.785120969
-1.843473511,-2.149573229
-1.229022583,-1.198076105
-0.671884399,-0.970641118
-0.077931992,-0.279077212
0.493137268,0.521775922
1.091779541,0.621803194
1.637948853,0.837818627
2.281289551,1.556849661
2.834122803,2.238218552
3.43222876,2.892159
3.539814209,3.287535767
3.026018066,3.074424516
2.425945801,2.336371032
1.811134399,1.87093849
1.232247681,0.686500676
0.652934082,0.523487876
0.050629871,-0.061263937
-0.535412781,-0.408989044
-1.148754028,-1.515041536
-1.721659912,-1.736404568
-2.271781738,-1.701103866
-2.86842334,-2.168073008
-3.466719727,-3.044367236
-3.066020264,-2.996642419
-2.46126123,-2.431591365
-1.905097046,-1.707376624
-1.295701782,-1.045899885
-0.72521228,-0.38736874
-0.109797935,0.154571888
0.440465118,0.659201068
1.082539185,0.561059555
1.670241821,1.442633913
2.286725586,2.069263527
2.850313232,2.063054385
3.475177979,2.589829148
3.045923828,3.157465173
