arrival_1,arrival_2,arrival_3,arrival_4,peak_1,peak_2,peak_3,peak_4,peak_mag1,peak_mag2,peak_mag3,peak_mag4,coord_x,coord_z
1537116,1537211,1537250,1537258,1537850,1537526,1537403,1537372,0.082146674,0.015718689,0.010241613,0.005273251,-1619.174012,-2172.796265
1544677,1544673,1544679,1544516,1546593,1545138,1544953,1545170,0.048441074,0.006782312,0.009782997,0.010703722,-917.188843,-2112.667236
1551371,1551382,1551438,1551440,1551768,1551671,1551626,1551585,0.02502603,0.036365421,0.011717149,0.006462638,-361.578766,-1732.313599
1557877,1557846,1557830,1557850,1558163,1558089,1558243,1557971,0.0080207,0.011975743,0.012938298,0.008345577,321.6202545,-1625.554199
1564486,1564444,1564447,1564475,1564807,1564737,1564707,1564627,0.010715086,0.011217648,0.013517629,0.008545981,850.4384155,-1209.920227
1570876,1570984,1570953,1571000,1571389,1571092,1571504,1571304,0.005737329,0.00613015,0.01994254,0.012731848,1524.084656,-1074.004578
1577701,1577707,1577667,1577694,1578201,1577890,1578020,1577871,0.007340581,0.008023113,0.032511504,0.012807286,2038.32721,-605.212006
1584412,1584368,1584338,1584371,1584694,1584635,1584502,1584592,0.004150152,0.004895458,0.058090455,0.024464763,2720.486084,-471.4363405
1591121,1591003,1590906,1590988,1591686,1591391,1591113,1591260,0.004951984,0.006207642,0.10559931,0.01951926,3175.595703,-58.7980305
1597830,1597747,1597664,1597720,1598067,1597944,1597769,1598019,0.006323668,0.007020543,0.354765143,0.028890845,3064.351319,-122.659668
1604726,1604692,1604595,1604613,1605808,1604749,1604630,1604738,0.00268264,0.003357783,0.190057958,0.017320983,2652.503174,-582.3781435
1616907,1611873,1612160,1612699,1616914,1611890,1612395,1612702,0.001474757,0.002605469,0.025547787,0.001846192,1989.662659,-743.301361
1617868,1617821,1617842,1617836,1618100,1617994,1617885,1618031,0.003263932,0.003728842,0.097130897,0.012932585,1497.137756,-1200.89502
1625089,1624978,1624960,1624990,1625697,1625618,1626940,1625374,0.004032211,0.007221737,0.032415829,0.011538537,811.152832,-1327.13739
1631516,1631493,1631459,1631462,1631612,1631623,1631599,1631806,0.003121726,0.005541854,0.033998228,0.044207888,260.4513855,-1723.284668
1638328,1638307,1638300,1638307,1638734,1638700,1638653,1638473,0.008376056,0.009426008,0.019651429,0.013250423,-463.870102,-1829.10907
1644904,1645018,1644995,1645005,1645348,1645547,1645170,1645550,0.007976124,0.005843892,0.014875606,0.011299415,-966.1363835,-2274.841187
1651736,1651720,1651711,1651728,1652140,1652245,1652215,1651902,0.013135886,0.013788633,0.01114841,0.011025855,-1632.845215,-2395.313599
1658425,1658419,1658420,1658447,1658724,1658436,1658604,1658663,0.00876202,0.00966964,0.00674156,0.00985809,-2084.181275,-2811.747193
1665023,1665022,1665065,1665067,1665147,1665392,1665233,1665448,0.096728293,0.01291138,0.010584791,0.006270031,-2637.531616,-2916.697388
1671458,1671477,1671501,1671521,1671593,1671866,1671726,1671660,0.074026764,0.011866333,0.005818697,0.00853303,-2957.533691,-3073.485596
1678190,1678239,1678264,1678293,1678297,1678410,1678802,1679256,0.193072715,0.030878719,0.004337771,0.003078902,-2630.864624,-2876.984497
1692033,1692047,1692030,1692054,1692038,1692231,1692033,1692205,0.089464912,0.010803648,0.005168148,0.003886618,-1465.281983,-2327.032227
1698466,1698421,1698431,1698448,1698603,1698798,1698778,1698684,0.042148587,0.011597323,0.008573955,0.008774543,-931.8404235,-1925.320557
1705044,1705043,1705068,1705092,1705229,1705210,1705347,1705214,0.019053917,0.007503202,0.006957149,0.007879219,-227.5979765,-1842.152161
1711596,1711579,1711579,1711617,1711835,1711689,1711971,1711861,0.017772837,0.011641924,0.015126459,0.017025578,292.9255215,-1385.985474
1717833,1718073,1718086,1718085,1718279,1718533,1718177,1718195,0.00481994,0.00908018,0.012773424,0.008674663,1013.082794,-1371.705017
1724696,1724682,1724658,1724699,1725111,1724982,1724999,1724781,0.006098552,0.00635919,0.032128614,0.011649399,1609.645996,-1062.870484
1731489,1731420,1731403,1731340,1731967,1731488,1731765,1731647,0.006061449,0.007023155,0.031877121,0.007694508,2309.846192,-1076.345765
1738138,1738057,1738031,1738081,1738323,1738344,1738183,1738282,0.004700577,0.003338212,0.045889088,0.029671675,2777.611817,-653.3518065
1744947,1744957,1744915,1744999,1745514,1745190,1745048,1745288,0.005211941,0.005416189,0.030593229,0.032038686,3306.038819,-555.559723
1751461,1751419,1751329,1751357,1751998,1752293,1752000,1751695,0.003457587,0.004326011,0.24942483,0.012169647,2708.092652,-560.6389165
1764427,1764417,1764354,1764409,1764719,1764488,1764532,1764940,0.00459863,0.004965597,0.095623256,0.009697314,1345.208679,-488.7182315
1771451,1771362,1771326,1771366,1771724,1772879,1771439,1771773,0.005492773,0.010065975,0.031838239,0.016694621,654.6090395,-311.032532
1778165,1778109,1778087,1778112,1778276,1778776,1778206,1778417,0.005688955,0.005913143,0.088735406,0.025334395,-19.8256745,-476.6819305
1784849,1784740,1784731,1784768,1785131,1785813,1785007,1784944,0.006052258,0.012846796,0.025171102,0.013715356,-689.8485105,-232.615868
1791369,1791338,1791331,1791396,1791637,1791579,1791674,1791483,0.013981504,0.050340152,0.026365534,0.016594946,-1372.489136,-413.023468
1797966,1797866,1797826,1797965,1798348,1798649,1798175,1798013,0.005626908,0.050260608,0.009092093,0.007920586,-2035.383484,-180.1592255
1804457,1804426,1804474,1804509,1804703,1805590,1804771,1804778,0.019284212,0.140505116,0.013380293,0.009034945,-2681.377564,-324.0273745
1810892,1810788,1810830,1810877,1811213,1811468,1811490,1811086,0.007468658,0.080408674,0.004802642,0.006185207,-2826.59961,325.931137
15810,15741,15836,15827,16828,15879,16397,16058,0.029223936,0.218055657,0.008761841,0.008687639,-3135.536377,-1456.516785
23310,23256,23335,23345,23449,23374,23526,23510,0.061453898,0.157941054,0.008592552,0.009263824,-3179.555664,-2672.174072
30147,30145,30188,30234,30273,30257,30890,30352,0.057732772,0.092987102,0.005537656,0.006077928,-2586.749756,-2699.195801
36824,36808,36888,36883,36906,36985,37408,37056,0.095577163,0.072551045,0.005800899,0.005559097,-1947.768982,-2991.135376
43336,43391,43393,43460,44221,43810,43659,44563,0.343854424,0.016132438,0.004217844,0.003286916,-1241.234619,-2767.11084
50699,50703,50745,50713,51191,51003,51015,50781,0.136078725,0.021534085,0.011640804,0.00540892,-557.899567,-2988.898438
57637,57641,57647,57660,58142,57879,57914,57922,0.04370993,0.014105087,0.010844844,0.00732047,144.159698,-2718.395996
64287,64315,64306,64307,64515,64790,64632,64571,0.055359699,0.014389877,0.009740729,0.015725722,800.744629,-2947.52124
77575,77558,77546,77534,77848,77575,77653,77723,0.021462626,0.00503685,0.010256237,0.022650439,2165.980103,-3041.458008
84205,84182,84178,84175,84454,84436,84419,84344,0.009401712,0.008754387,0.024566965,0.030731656,2718.16333,-2667.0979
90767,90726,90607,90682,91143,90846,90965,90840,0.007470786,0.006528155,0.016472076,0.100385126,3223.377686,-2287.476685
97402,97358,97354,97323,97785,97520,98401,98245,0.006330126,0.00547376,0.014789209,0.078040281,3210.434814,-2224.874023
103931,103904,103848,103842,104178,104042,104192,103920,0.008220047,0.006947516,0.057043709,0.231768019,3376.45044,-952.734894
111035,111026,110925,110914,111394,111243,111096,110978,0.003407433,0.004386287,0.09532637,0.100490697,2906.61792,-633.723755
117869,117807,117723,117722,118394,118426,117841,117932,0.002461534,0.003865738,0.095317358,0.017943978,2394.380005,-230.7251355
124867,124728,124601,124622,125777,125141,124690,124778,0.002944884,0.005949311,0.375374529,0.022480988,1695.931152,-425.718323
131800,131677,131616,131638,132167,132088,131706,131815,0.00300418,0.004894986,0.178298703,0.015955962,1054.93335,-251.0715865
138744,138653,138607,138634,138993,139321,138726,139033,0.00335601,0.008100155,0.048517763,0.014267466,384.682739,-569.127563
145465,145349,145289,145325,145677,146560,145574,145712,0.00424065,0.00737467,0.032346627,0.017099278,-286.653061,-362.609543
152120,152025,152005,152061,153335,152467,152182,152491,0.004506955,0.011939704,0.035295529,0.010056299,-980.266602,-610.512695
158619,158576,158546,158577,159122,158886,158779,158873,0.005415448,0.011044193,0.024926887,0.013534272,-1647.756897,-401.0087125
165429,165381,165379,165399,165488,166366,165881,165600,0.007633936,0.110779086,0.011254924,0.011269427,-2340.729004,-632.421509
171772,171700,171691,171759,172296,171974,172103,171945,0.006171522,0.035151202,0.017245399,0.007185079,-2929.190674,-293.0013275
178454,178392,178407,178419,178767,179297,178604,178639,0.010273709,0.264582795,0.012911401,0.007497093,-3007.782471,-879.294067
184860,184783,184818,184945,185195,185829,185091,185306,0.008988889,0.0609066,0.006081349,0.003791287,-3227.349243,-1485.297486
191586,191285,191529,191570,192128,191979,191781,191720,0.016068204,0.379744915,0.008624122,0.004600052,-2936.764404,-2140.692627
198777,198725,198806,198843,198917,198820,199156,199036,0.019077368,0.137017183,0.003300945,0.003643249,-2821.456055,-2710.839111
205708,205709,205750,205796,206143,205768,206054,205895,0.066846645,0.084804283,0.006992653,0.00492199,-2082.622559,-2804.949707
212380,212381,212434,212475,212473,212562,212663,212554,0.086767381,0.083154741,0.005696531,0.009294705,-1429.896851,-3057.838135
218682,218782,218724,218848,219384,219505,219031,218915,0.331995068,0.032216983,0.008809506,0.00581796,-709.975525,-2871.526855
225303,225328,225354,225368,226339,225572,225575,225641,0.054751865,0.010644429,0.009280979,0.007468791,-37.98007,-3011.082154
232020,232050,232056,232046,232378,232402,232146,232371,0.048582437,0.007352383,0.010064695,0.009961269,656.241638,-2783.700928
238622,238640,238637,238646,238760,238788,238771,238999,0.019143532,0.00970097,0.019261903,0.023271166,1304.28418,-3033.834961
245210,245218,245214,245204,245478,245282,245568,245540,0.018130898,0.007106623,0.010192092,0.021589763,1996.822266,-2823.773438
251860,251845,251826,251821,252183,252154,252301,252081,0.013086891,0.009696074,0.023844789,0.046179843,2650.332032,-2957.096924
258283,258285,258251,258205,258692,258316,258436,258317,0.007765923,0.006025257,0.007860426,0.037577422,2975.843262,-2343.750977
264900,264875,264851,264824,265088,264953,265054,264899,0.005185895,0.004819047,0.022890043,0.082320212,3361.638428,-1785.776001
271340,271311,271269,271219,271887,271344,271605,271348,0.00288936,0.003076123,0.009524821,0.087487561,3083.297119,-1168.272583
278253,278121,278052,278050,278573,278188,278239,278211,0.004381456,0.002810263,0.021280617,0.119450631,2754.660157,-594.2143245
284932,284863,284799,284805,285512,285124,284983,284978,0.004526678,0.005245053,0.177185288,0.063125541,2053.587158,-609.269592
291157,291117,291069,291091,291262,291609,291471,291499,0.003270933,0.004374859,0.128846861,0.026341349,1429.0896,-333.3378905
298254,298144,298123,298139,298399,298232,299421,299094,0.005293903,0.006023259,0.215966241,0.016766678,731.648315,-537.276611
311536,311474,311439,311482,311669,312155,311663,311752,0.004139325,0.006159155,0.057450179,0.019079021,-613.286133,-554.765015
318083,318021,317999,318023,318333,318285,318200,318197,0.004602214,0.006508919,0.034273021,0.008077375,-1273.778931,-363.135803
324729,324658,324638,324675,325400,325390,325439,324802,0.007609724,0.057590274,0.018168141,0.008882453,-1987.637817,-564.25946
331226,331195,331187,331210,331667,331467,331388,331417,0.009015111,0.046015429,0.012453837,0.008038005,-2619.506836,-323.127792
337591,337564,337622,337615,337805,338821,337904,337665,0.009879802,0.245139757,0.009038802,0.005721014,-2910.663818,-894.039001
344328,344280,344304,344374,344575,344433,344761,344546,0.014704339,0.051551592,0.008249716,0.007947092,-3138.401734,-1402.506653
351082,351033,351098,351117,351324,351609,351379,351307,0.040116141,0.72636564,0.012239647,0.009115416,-2520.859863,-1630.352051
358122,358002,358167,358165,358284,358191,358347,358448,0.040569782,0.217132057,0.010936123,0.008780255,-1949.995667,-1996.106995
365483,365093,365511,365560,366170,365648,365859,365635,0.054771907,0.057779051,0.005649553,0.005693921,-1219.842896,-1807.447266
372688,372667,372737,372735,372879,372887,373041,373126,0.128272347,0.050001917,0.006403525,0.005484513,-535.695038,-1992.607666
379277,379264,379289,379319,379635,379556,379483,379419,0.018324668,0.019320981,0.00860779,0.011658615,160.365219,-1770.967773
385766,385755,385763,385776,386019,385966,386435,385880,0.026479773,0.032493892,0.011968575,0.011699339,828.1584165,-1922.527466
392381,392343,392337,392354,392655,392493,392555,392704,0.011350511,0.012894646,0.008403669,0.013667698,1481.031372,-1633.642578
399283,399253,399228,399225,399525,399618,399578,399523,0.005241502,0.008521075,0.016920543,0.0158663,2111.445801,-1850.77301
412552,412536,412481,412497,412780,413096,412693,412687,0.004258352,0.004795886,0.034595307,0.059281217,3245.013916,-1852.984314
419188,419045,419073,419011,419237,419094,419418,419359,0.002620231,0.003506271,0.023795273,0.018713883,3630.29126,-1673.192749
425959,425916,425884,425207,426174,426031,426067,426066,0.004112295,0.00523544,0.064106653,0.042145768,3152.945069,-1563.563782
432656,432527,432489,432483,433783,432840,432684,433502,0.004444424,0.00511764,0.138557193,0.060164769,2421.829834,-1748.461304
440359,439750,439143,439155,440610,439763,439198,439259,0.001602713,0.001750033,0.044120646,0.015599345,1802.16919,-1516.276795
445947,445830,445687,445780,446532,446333,446394,446343,0.002239994,0.002721014,0.034199066,0.015219867,1114.619019,-1728.662476
453058,453059,452986,452979,453610,453355,453111,453314,0.00497264,0.007681561,0.047940302,0.038505735,457.052185,-1620.938904
459840,459814,459762,459790,460239,460098,460186,459939,0.004942772,0.006491992,0.03050803,0.037803716,-218.305008,-1837.342529
466451,466436,466416,466456,466760,466529,466947,466805,0.00892099,0.013917155,0.021114756,0.018860808,-891.5999145,-1646.120239
473283,473251,473216,473246,473521,473690,473589,473623,0.007344319,0.005696593,0.017433791,0.011872697,-1569.22583,-1880.921997
479927,479911,479899,479907,480493,480186,480208,480072,0.013971808,0.011579818,0.013640003,0.018244402,-2214.971192,-1647.077149
486669,486619,486545,486653,487165,486771,486831,486838,0.009440741,0.008804807,0.012813319,0.008255153,-2911.045898,-1945.106201
493188,493178,493186,493233,493532,493847,493449,493353,0.033581416,0.038073504,0.010831421,0.017227997,-3017.107666,-1673.954529
499770,499732,499737,499783,499975,499918,500151,499882,0.021330146,0.019036516,0.010075362,0.008664352,-3087.134521,-1332.839233
506561,506536,506586,506590,506811,506648,506671,506659,0.091109641,0.059305465,0.007217835,0.008118867,-2438.136719,-1639.575684
518893,518852,518899,518975,519115,518946,519231,519029,0.022278079,0.04409034,0.003010465,0.00417839,-1059.269593,-1815.789978
518893,518852,518900,518975,519115,518946,519231,519029,0.022278079,0.04409034,0.003010465,0.00417839,-1045.389832,-1817.891541
524842,524823,524841,524889,525044,525004,525443,525261,0.130948,0.027033258,0.005257943,0.007496143,-355.216278,-1635.271362
531840,531815,531834,531865,532004,532129,532207,532769,0.019575191,0.020569611,0.010681836,0.006582496,331.566269,-1769.765442
538574,538500,538487,538502,538737,538793,538784,538688,0.015772726,0.010071817,0.00796749,0.014784024,1038.646606,-1515.236206
544940,544917,544911,544953,545374,545201,545187,545036,0.007206499,0.007253372,0.010580432,0.009140383,1678.819947,-1724.47992
551921,551859,551840,551876,552301,552215,552403,552147,0.008476414,0.007139918,0.025315347,0.018893241,2384.59668,-1508.614868
558500,558496,558466,558481,558809,558577,558960,558639,0.005706271,0.010619979,0.034132027,0.017414694,2888.54126,-1985.118165
565188,564976,564959,564945,565379,565389,565212,566312,0.004320265,0.005116437,0.031442443,0.029452433,3445.304199,-2355.503662
571788,571768,571703,571716,572187,572022,572097,572019,0.00520796,0.004024444,0.03612673,0.029885637,3200.428833,-2764.295044
578414,578325,578263,578282,578603,578632,578562,578443,0.00284734,0.004106364,0.028871743,0.03505584,2850.002197,-2967.791504
584996,584815,584763,584754,585062,584864,584981,584843,0.006729159,0.005304225,0.113527871,0.495690088,2313.241577,-2482.98462
591158,591124,591101,591045,591225,591163,591275,591090,0.004670728,0.003759345,0.015672094,0.122656401,1638.77771,-2370.412354
598347,598287,598255,598212,599131,598927,599076,598306,0.002231734,0.002767161,0.006645726,0.064559851,1133.834839,-1972.148926
605609,605606,605557,605539,606126,606575,606137,605883,0.00634453,0.006270768,0.019294963,0.053260943,450.966888,-1925.286621
612328,612316,612285,612248,612646,612544,612568,612450,0.004920166,0.008118225,0.015691902,0.052583571,-59.759415,-1527.605835
619079,619033,619020,619052,619618,619634,619302,619394,0.009649644,0.007699274,0.025159379,0.011175377,-728.456848,-1470.4646
625659,625628,625603,625607,625946,625816,626001,625947,0.005468424,0.008805696,0.029315988,0.019105979,-1229.585022,-1081.384888
632357,632320,632315,632340,632859,632593,632415,632435,0.0127762,0.009172112,0.010064292,0.009053196,-1867.072998,-1084.081177
639053,639013,639002,639079,639507,639376,639243,639182,0.014103421,0.021385364,0.015807274,0.016796846,-2311.850708,-641.599365
645746,645713,645737,645759,646072,645899,646199,646095,0.028591534,0.052784856,0.01157131,0.006334696,-2883.485107,-495.749847
652430,652341,652374,652410,652590,652498,652620,652852,0.011967529,0.030980769,0.00536552,0.003880699,-3135.997559,-6.0192505
659311,659237,659304,659370,659519,660548,659392,659483,0.007819257,0.085826605,0.006198777,0.005238496,-3133.984253,-2.3156325
666247,666183,666242,666246,666597,666810,667248,667386,0.034799414,0.305122797,0.009637374,0.011717161,-3025.954834,-203.787231
674352,674305,673233,673515,674388,674346,674584,674380,0.008419561,0.217286259,0.004265415,0.004524179,-2074.684814,-786.811829
688728,687533,688693,688732,688885,688750,688944,689027,0.018164618,0.134065112,0.0048084,0.006634303,-1549.872986,-1166.784302
695500,695493,695479,695542,695758,697672,695600,695824,0.013799367,0.060545956,0.008409686,0.008453786,-314.982239,-1545.647583
702379,702354,702400,702422,702617,702643,702851,702647,0.026125645,0.03126409,0.008621654,0.009205581,367.34137,-1660.974609
708798,708779,708777,708823,709029,708946,709209,708985,0.008945881,0.009418574,0.014068006,0.015886795,828.9035035,-2143.871094
715738,715728,715734,715760,716026,716174,716225,716239,0.007250878,0.009971423,0.010395979,0.008049907,1504.11438,-2280.124512
722382,722256,722255,722280,722457,722668,722796,722591,0.007173314,0.006659945,0.022435621,0.016799468,1971.606934,-2727.225342
729124,729104,729054,729062,729490,729277,729494,729386,0.005961304,0.004699733,0.024605109,0.013339305,2642.813477,-2790.450928
735801,735790,735703,735711,736040,735812,736026,735880,0.005169673,0.007188538,0.016180138,0.092437397,2977.002564,-3175.616822
742656,742611,742596,742571,742834,742762,742743,742802,0.006904708,0.006951065,0.022407991,0.041422817,3044.54712,-3135.844238
749130,748239,748233,748206,749562,749139,749357,749168,0.00325848,0.004314724,0.010513053,0.061429653,3353.028321,-2997.486573
755603,755599,755592,755518,756569,755633,756669,755990,0.003106205,0.004408192,0.017600014,0.099463221,2868.038086,-2768.640625
778004,778022,777921,777903,778226,778080,778198,777972,0.002987477,0.002522317,0.006500454,0.025871643,1226.099976,-1791.693055
785644,785588,785533,785556,785831,785684,785964,785837,0.005169854,0.004343888,0.018531357,0.059359177,542.594482,-1728.735718
792511,792430,792397,792421,792724,792749,792605,792639,0.004693374,0.005691521,0.034296247,0.040235458,30.2959775,-1333.775391
799341,799285,799259,799303,799647,799466,799571,799336,0.004533797,0.00497265,0.024612244,0.009120643,-650.656067,-1369.104126
805985,805973,805946,805962,806264,806053,806324,806366,0.007726462,0.012440769,0.025023545,0.01125386,-1196.373658,-1053.834076
812677,812663,812674,812698,813224,813082,813307,812948,0.020091442,0.017593571,0.015438496,0.013340541,-1855.429565,-1031.993774
819254,819202,819192,819206,819563,819552,819398,819528,0.01661924,0.017584001,0.015850547,0.007720166,-2338.321533,-594.5119625
825993,825949,825975,826026,826313,826228,826439,826295,0.022547511,0.040605656,0.009289938,0.007493954,-3047.712891,-524.207397
832651,832581,832612,832645,832838,832744,832822,832879,0.012654863,0.053169529,0.005546717,0.00672117,-3216.030884,-599.750458
839313,839241,839283,839340,840189,839771,839395,839488,0.011585702,0.095683214,0.006373528,0.005178913,-3220.91333,-599.200897
846571,846538,846608,846616,846756,846614,847678,846873,0.023246173,0.192786061,0.006275893,0.009097579,-2315.536621,-874.1878355
860654,860117,860653,860642,860990,860670,860797,860833,0.013376405,0.080203367,0.003411937,0.002991689,-1166.01294,-1395.448975
860655,860580,860653,860642,860990,860670,860797,860833,0.013376405,0.080203367,0.003411937,0.002991689,-1128.717713,-1414.13031
874405,874312,874231,874410,874632,874604,874926,874561,0.010197285,0.032955544,0.008593436,0.007137412,56.838659,-1968.953553
880749,880732,880746,880776,881045,880979,881281,880827,0.006616122,0.005152185,0.008295819,0.006757428,754.248352,-2006.468994
887379,887305,887322,887336,887551,887627,887604,887473,0.00573895,0.006597316,0.011129181,0.007194216,1295.746826,-2362.479126
894133,894133,894131,894183,894497,894334,894490,894255,0.008487919,0.009157744,0.022253044,0.008235463,1945.781006,-2325.855225
900722,900695,900682,900694,901174,901010,901168,900861,0.007461425,0.006362806,0.029141434,0.014037275,2429.795899,-2699.02771
907208,907219,907204,907191,907492,907604,907793,907470,0.006239998,0.005874111,0.013283739,0.030820874,2973.822266,-2636.364258
913852,913845,913800,913785,914085,913981,913960,913927,0.007107717,0.007097541,0.027907243,0.093537572,3130.020996,-3051.44458
920611,920621,920559,920531,920982,920690,920907,920710,0.002929091,0.003323786,0.007309162,0.043144419,2804.139893,-2840.234131
927325,927313,927269,927237,927387,927504,928218,928063,0.002792585,0.003454019,0.022568433,0.116654251,2798.210205,-2784.911621
941299,940562,940450,940405,941301,940932,940519,940453,0.001662865,0.001775557,0.002037678,0.01045058,2927.842285,-1510.136353
941299,940830,940503,940502,941301,940932,940519,940514,0.001662865,0.001775557,0.002037678,0.010414257,3291.773315,-983.717651
947864,947806,947735,947737,947912,947984,947978,948403,0.004384209,0.005266233,0.06276074,0.021329252,3193.061279,-536.501526
954489,954439,954366,954360,954675,954630,954607,954493,0.003434191,0.004128326,0.081942161,0.027090424,3297.706421,-221.073822
961484,961434,961360,961387,962448,961527,961439,961554,0.003340426,0.004415577,0.308571647,0.023928864,2823.503418,-575.729248
968377,968174,967975,968013,968931,968897,968813,968912,0.002155614,0.003134046,0.148012735,0.01129727,2184.119873,-757.061646
974969,974585,974305,974358,975649,974594,974462,974561,0.001613647,0.002146609,0.062526658,0.003405204,1713.354736,-1231.216675
981602,981530,981481,981534,981793,981597,981549,981782,0.003765836,0.003735816,0.078738763,0.013842017,1059.863526,-1345.11731
989059,988968,988919,988947,989115,989179,989134,989230,0.005799811,0.007117813,0.046678546,0.026979033,519.830505,-1827.102783
1002440,1002363,1002343,1002401,1002833,1002900,1002682,1002521,0.006393944,0.009113885,0.017748165,0.009844877,-687.338928,-2311.865234
1008997,1008975,1008932,1008976,1009259,1009047,1009250,1009297,0.008477489,0.010322889,0.021000416,0.012562414,-1347.870361,-2352.132446
1015709,1015602,1015615,1015665,1016121,1015796,1016071,1015772,0.009267743,0.013417536,0.007146132,0.009346732,-1857.632446,-2822.949219
1022308,1022282,1022260,1022289,1022728,1022418,1022451,1022627,0.010811166,0.014039141,0.012343107,0.010413439,-2434.25232,-2888.953125
1028943,1028940,1028974,1028986,1029086,1029385,1029228,1029193,0.082376627,0.015915281,0.012418447,0.010699243,-2451.364746,-2923.40271
1035470,1035482,1035487,1035527,1035623,1035921,1035729,1035839,0.118187534,0.014084716,0.012550835,0.009132117,-2794.623535,-3100.350952
1042423,1042434,1042476,1042500,1042520,1042652,1042627,1042543,0.208362422,0.017453375,0.00875437,0.006788556,-2425.227539,-2593.876709
1048951,1048734,1049034,1049071,1049050,1049416,1049124,1049115,0.08426522,0.018830308,0.005736049,0.004461676,-1752.078796,-2496.006226
1061003,1061288,1061349,1061359,1063549,1061759,1061464,1061634,0.04461785,0.011522057,0.005100002,0.00414348,-635.7870485,-1932.144715
1068438,1068429,1068439,1068461,1068570,1069307,1068609,1068716,0.038625955,0.007133093,0.009595201,0.008329399,-75.472549,-1563.560181
1075017,1074955,1074974,1074961,1075380,1075329,1075230,1075102,0.021322129,0.024677317,0.010751727,0.014280862,571.9234615,-1491.393982
1081729,1081661,1081668,1081701,1081986,1083053,1081856,1081782,0.009540257,0.012155611,0.012717679,0.013472098,1121.401489,-1080.968384
1088359,1088285,1088279,1088347,1088730,1088532,1088781,1088623,0.006309483,0.006661837,0.008469729,0.006274059,1793.573548,-1059.199158
1095152,1095084,1095064,1095111,1095581,1095268,1095429,1095341,0.00561089,0.007310648,0.030990841,0.017078274,2300.23584,-645.327942
1101597,1101589,1101432,1101572,1102090,1101690,1101912,1101751,0.004622589,0.006865453,0.032021494,0.014525088,2908.206299,-668.1474915
1108423,1108310,1108279,1108333,1108430,1108468,1108418,1108732,0.003487861,0.004515535,0.054654711,0.030497784,3200.84082,-193.355331
1114878,1114795,1114741,1114780,1115598,1115006,1114890,1114856,0.003548254,0.007547917,0.099502217,0.012175915,3590.97168,-194.5364225
1121851,1121774,1121702,1121737,1122259,1121887,1121773,1121908,0.003114009,0.004530334,0.190484524,0.021479933,3558.061402,-149.830372
1128862,1128751,1128673,1128713,1129953,1129839,1129692,1129789,0.003681677,0.006024384,0.202077368,0.011332952,2927.457642,-287.5712585
1141055,1140982,1140902,1140938,1141325,1141025,1140953,1141429,0.005897853,0.005441371,0.132855546,0.013778907,2464.966797,-810.422791
1148178,1148028,1147963,1148046,1148668,1148167,1148053,1148192,0.002628773,0.002580671,0.063902211,0.008940155,1802.125366,-911.9550475
1148179,1148028,1147964,1148046,1148668,1148167,1148053,1148192,0.002628773,0.002580671,0.063902211,0.008940155,1287.555542,-1380.007813
1154978,1154880,1154840,1154850,1155081,1155465,1154936,1155231,0.003553564,0.006896123,0.119626797,0.014396637,648.2363895,-1504.792298
1161716,1161543,1161501,1161526,1161830,1162173,1161596,1161739,0.004430908,0.007967151,0.029015464,0.012230805,142.018723,-1968.447266
1168258,1168193,1168182,1168188,1168328,1168607,1168499,1168412,0.005019687,0.005478943,0.024011245,0.046264747,-495.3303985,-2056.210389
1174980,1174970,1174944,1174975,1175529,1175395,1175291,1175166,0.009410105,0.007342457,0.027804631,0.011887939,-1004.47345,-2502.727051
1181662,1181629,1181612,1181626,1182057,1181996,1182113,1182004,0.007083004,0.010828428,0.023671867,0.013484472,-1647.568665,-2565.197022
1188581,1188514,1188516,1188551,1189015,1188927,1188754,1188921,0.009884573,0.008553475,0.00629537,0.009354083,-2199.611572,-2996.320557
1195005,1194998,1195003,1195020,1195256,1195154,1195426,1195276,0.019447065,0.008585058,0.008916231,0.015879848,-2777.620117,-2924.888916
1201743,1201764,1201775,1201789,1201940,1202118,1202222,1201875,0.123312282,0.016047424,0.00562617,0.009510351,-3256.120361,-3042.264404
1208409,1208456,1208386,1208451,1208578,1208675,1208817,1208802,0.145973245,0.01542574,0.009925305,0.007753945,-3109.324219,-3107.636597
1215108,1215139,1215178,1215186,1215638,1215342,1215349,1215295,0.113998568,0.040792643,0.007401839,0.005102029,-2530.196289,-2722.625
1235053,1235059,1235093,1235083,1235111,1235669,1235348,1235231,0.173261022,0.027766705,0.011499615,0.00729448,-586.1523435,-2417.860962
1241881,1241870,1241882,1241872,1242801,1242275,1242231,1241924,0.037631751,0.009297256,0.010129541,0.004814245,-16.156855,-2042.004395
1248696,1248696,1248719,1248725,1248913,1249359,1249299,1248803,0.046629168,0.009698368,0.007077721,0.011999633,635.0021365,-1983.752808
1255372,1255334,1255338,1255363,1255744,1255534,1255653,1255586,0.01777854,0.015947916,0.024163179,0.014685298,1129.101074,-1503.683594
1262072,1261990,1261953,1261943,1262314,1262119,1262432,1262032,0.013718939,0.00999843,0.019015267,0.01209987,1775.923523,-1385.166382
1268963,1268871,1268845,1268874,1269312,1269518,1269064,1269214,0.003900414,0.006084416,0.016012361,0.007560845,2243.489502,-879.140564
1275338,1275344,1275310,1275326,1275835,1275424,1275698,1275534,0.006463896,0.007433719,0.029066863,0.016723083,2870.531372,-745.6987
