,0,1,2
0,1.0,2.10791,2.769249208095096
1,1.0,2.160889,2.6719157117197114
2,1.0,2.279541,2.4217875958012955
3,1.0,3.083496,2.6776532819952137
4,1.0,2.808594,3.1452839185666783
5,1.0,2.792236,3.146887341693987
6,1.0,2.412598,3.1181385104456036
7,1.0,2.815186,2.8718591979019132
8,1.0,2.456055,3.6533059056914734
9,1.0,2.229492,3.311487486348042
10,1.0,4.192139,3.2090065548962214
11,1.0,1.956055,2.6773939823329544
12,1.0,2.443359,2.870262573538577
13,1.0,2.245117,2.8718591979019132
14,1.0,2.488037,2.6459103371035475
15,1.0,2.728027,3.241929082890383
16,1.0,2.494141,2.697709963181149
17,1.0,2.237305,3.241929082890383
18,1.0,2.663818,2.761331165562591
19,1.0,2.231201,3.527555190995088
20,1.0,1.94873,2.6924815571542386
21,1.0,2.005371,2.254524981892507
22,1.0,1.844238,2.393213667236834
23,1.0,2.025146,2.769249208095096
24,1.0,2.156494,2.3524111102907
25,1.0,2.417236,2.3524111102907
26,1.0,2.98877,3.449342453263473
27,1.0,2.30835,3.2232865371959374
28,1.0,2.716797,2.8304396000858234
29,1.0,2.43335,3.2232865371959374
30,1.0,2.455078,2.751951090866715
31,1.0,2.432373,2.1976383710986447
32,1.0,2.304932,2.6902062672318867
33,1.0,2.027588,2.8718591979019132
34,1.0,2.511475,2.7248189284763193
35,1.0,2.630859,2.8718591979019132
36,1.0,2.462158,3.241929082890383
37,1.0,2.74707,3.1868601578690416
38,1.0,2.650635,2.7554811330328763
39,1.0,2.354248,2.7878712546211992
40,1.0,2.20459,3.066585027213479
41,1.0,2.970215,2.918381196958927
42,1.0,2.416748,3.2129420879802373
43,1.0,2.404785,3.2129420879802373
44,1.0,2.34375,3.8077945625363214
45,1.0,2.04541,2.361553589164277
46,1.0,2.367188,2.8236584534059554
47,1.0,2.340332,2.6347860275371344
48,1.0,2.565674,3.2034942563787046
49,1.0,2.924316,3.3044963927053703
50,1.0,2.859863,3.4033036300254507
51,1.0,2.348633,2.870262573538577
52,1.0,2.595947,3.075907501361108
53,1.0,2.399658,3.075907501361108
54,1.0,2.399414,3.284297118483473
55,1.0,1.741211,2.84495516900511
56,1.0,1.809326,3.761736685221463
57,1.0,2.050293,2.46575258999757
58,1.0,2.133057,3.2232865371959374
59,1.0,2.114502,2.5712861380502545
60,1.0,2.467041,3.1452839185666783
61,1.0,2.453369,3.353475337311641
62,1.0,2.349609,3.146887341693987
63,1.0,2.683105,2.7276568103124608
64,1.0,2.368652,3.105201679207276
65,1.0,2.650391,2.8322521262645535
66,1.0,1.761475,2.8093394193908647
67,1.0,1.982178,2.761331165562591
68,1.0,2.141846,2.723226897860759
69,1.0,2.322754,2.355659337645112
70,1.0,2.553467,2.763454843570291
71,1.0,2.257568,3.5848322052022685
72,1.0,2.387939,2.3025921686769135
73,1.0,2.321533,3.2232865371959374
74,1.0,2.442871,2.5613636450870274
75,1.0,2.310547,2.46575258999757
76,1.0,2.281738,3.5792607221117567
77,1.0,1.786133,2.2313129699378904
78,1.0,1.932617,3.284297118483473
79,1.0,2.264404,2.716153057608885
80,1.0,2.24585,3.146887341693987
81,1.0,2.133301,3.1640925598882252
82,1.0,2.256348,3.2232865371959374
83,1.0,2.373535,3.353475337311641
84,1.0,2.268066,3.0066044465705337
85,1.0,2.520752,2.3594711211556754
86,1.0,2.407227,2.910283062186763
87,1.0,2.047607,2.549643739058784
88,1.0,1.939209,3.8283817481489817
89,1.0,2.019775,2.2105801535122884
90,1.0,2.386719,2.761331165562591
91,1.0,2.583984,2.213727337965763
92,1.0,2.602051,2.8236584534059554
93,1.0,2.369629,3.1452839185666783
94,1.0,2.287842,2.2551089041048997
95,1.0,2.4104,2.2345993439309124
96,1.0,2.543213,2.2641812403089054
97,1.0,2.294922,2.870262573538577
98,1.0,2.279785,3.01539406881899
99,1.0,2.106689,2.870262573538577
100,1.0,1.855469,3.275689453090212
101,1.0,2.195557,2.716153057608885
102,1.0,2.361328,2.5045784823983532
103,1.0,2.338623,2.345416292420423
104,1.0,2.274658,2.4498057129499444
105,1.0,2.237061,2.8019350635640126
106,1.0,2.281982,2.761331165562591
107,1.0,2.303467,2.761331165562591
108,1.0,2.406494,2.6148645265500274
109,1.0,2.10498,2.8093394193908647
110,1.0,1.716797,2.8451374526486948
111,1.0,1.778076,2.2351163241209946
112,1.0,2.182373,2.687428864602929
113,1.0,2.261475,2.351585710194192
114,1.0,2.601563,2.763454843570291
115,1.0,2.397217,2.6360927842443176
116,1.0,2.5979,2.8304396000858234
117,1.0,2.229492,3.1452839185666783
118,1.0,2.412842,2.8718591979019132
119,1.0,2.703125,2.6890208952184893
120,1.0,2.304688,2.9658292557833636
121,1.0,1.794434,2.8718591979019132
122,1.0,1.941895,2.341852585515567
123,1.0,2.478516,2.46575258999757
124,1.0,2.238037,3.1452839185666783
125,1.0,2.489746,2.8361695219084355
126,1.0,2.146484,3.3438089052107887
127,1.0,2.357178,2.8236584534059554
128,1.0,2.384277,3.377974445500957
129,1.0,2.250732,2.242926193439479
130,1.0,2.365723,2.331191576660815
131,1.0,2.253662,2.8093394193908647
132,1.0,2.49292,3.9723095031182027
133,1.0,1.946777,2.761331165562591
134,1.0,2.377441,2.8535707329032713
135,1.0,2.196533,2.761331165562591
136,1.0,2.24585,2.972565281791812
137,1.0,2.099609,3.0437560835144017
138,1.0,2.024902,2.46575258999757
139,1.0,2.346191,2.46575258999757
140,1.0,2.418213,2.7248189284763193
141,1.0,2.696533,2.46575258999757
142,1.0,2.48877,3.155627401672927
143,2.0,4.927978515625,3.377974445500957
144,2.0,2.55615234375,2.390609448741284
145,2.0,4.88525390625,3.1452839185666783
146,2.0,2.150634765625,3.5019223619793185
147,2.0,5.603515625,3.514401942211305
148,2.0,3.2265625,2.8492521111439983
149,2.0,4.98291015625,3.945159181719413
150,2.0,2.022216796875,3.01539406881899
151,2.0,4.098388671875,3.5866914458210952
152,2.0,7.681884765625,3.275689453090212
153,2.0,4.410400390625,4.169772021481238
154,2.0,5.23095703125,3.284297118483473
155,2.0,2.840087890625,2.8718591979019132
156,2.0,4.911865234375,3.69580923770752
157,2.0,3.11474609375,3.2232865371959374
158,2.0,4.313232421875,3.1648584799102872
159,2.0,2.21142578125,2.7482480220735885
160,2.0,3.754150390625,3.233782355004901
161,2.0,2.136474609375,2.6411558739199696
162,2.0,3.233642578125,3.353475337311641
163,2.0,4.626708984375,3.353475337311641
164,2.0,2.44970703125,2.2815112482013338
165,2.0,3.16796875,2.8841570010202706
166,2.0,2.94384765625,2.699139945156195
167,2.0,4.320068359375,3.241929082890383
168,2.0,2.196044921875,3.1452839185666783
169,2.0,3.482666015625,3.377839674049985
170,2.0,1.86474609375,2.670631705888278
171,2.0,3.59228515625,3.5866914458210952
172,2.0,2.1787109375,2.8718591979019132
173,2.0,3.3818359375,3.4033036300254507
174,2.0,4.747314453125,4.141604255638927
175,2.0,2.913330078125,3.4900462814973907
176,2.0,5.854248046875,3.449342453263473
177,2.0,2.047119140625,2.670631705888278
178,2.0,5.223876953125,4.523257118116742
179,2.0,2.42626953125,2.3856310018474347
180,2.0,5.36669921875,3.851751537020239
181,2.0,2.06396484375,2.687428864602929
182,2.0,4.3251953125,3.073048397999642
183,2.0,2.337890625,2.6411558739199696
184,2.0,3.165283203125,3.7401309988019076
185,2.0,6.27978515625,3.408746108739285
186,2.0,1.898193359375,2.272145806466886
187,2.0,4.21875,3.468865849151779
188,2.0,2.416748046875,2.700812674622981
189,2.0,3.972900390625,3.842732265940251
190,2.0,2.497314453125,3.205871445796394
191,2.0,3.958740234375,3.241929082890383
192,2.0,2.29296875,2.947105389964883
193,2.0,3.948974609375,3.284297118483473
194,2.0,2.03662109375,2.84495516900511
195,2.0,3.333984375,3.8560778127646516
196,2.0,5.716552734375,3.284297118483473
197,2.0,2.32275390625,3.284297118483473
198,2.0,3.883056640625,3.1648584799102872
199,2.0,2.036865234375,2.670631705888278
200,2.0,4.6572265625,3.6405843646089355
201,2.0,2.190185546875,2.681003100464258
202,2.0,4.86962890625,3.8649305678930697
203,2.0,2.260009765625,2.761331165562591
204,2.0,4.828369140625,4.0263248607982645
205,2.0,2.24853515625,2.687428864602929
206,2.0,2.7744140625,3.353475337311641
207,2.0,6.269775390625,3.353475337311641
208,2.0,2.07666015625,2.414360056286631
209,2.0,6.722412109375,3.371728719513179
210,2.0,2.39208984375,2.7276568103124608
211,2.0,4.301025390625,3.842732265940251
212,2.0,2.115966796875,3.2232865371959374
213,2.0,4.063720703125,3.4450825159336196
214,2.0,2.48876953125,2.8492521111439983
215,2.0,4.189453125,3.284297118483473
216,2.0,2.04052734375,2.670631705888278
217,2.0,3.226318359375,2.844886918221337
218,2.0,6.898193359375,3.275689453090212
219,2.0,2.22216796875,3.284297118483473
220,2.0,3.71728515625,3.1452839185666783
221,2.0,2.221435546875,2.6890208952184893
222,2.0,4.003662109375,3.81016704720914
223,2.0,2.116943359375,2.206098285647851
224,2.0,5.41796875,3.397549006844566
225,2.0,2.271240234375,2.89653930282445
226,2.0,5.094970703125,2.8865728659592875
227,2.0,2.0439453125,2.687428864602929
228,2.0,3.1669921875,3.4013392089056227
229,2.0,6.978271484375,6.005927728421394
230,2.0,1.79150390625,2.331191576660815
231,2.0,3.97119140625,2.9941016485138885
232,2.0,2.435302734375,2.2337766741155103
233,2.0,4.261474609375,3.353475337311641
234,2.0,2.20458984375,3.146887341693987
235,2.0,4.106201171875,3.241929082890383
236,2.0,2.230712890625,3.205871445796394
237,2.0,4.822998046875,3.284297118483473
238,2.0,2.24853515625,2.8718591979019132
239,2.0,3.602783203125,4.842047644934124
240,2.0,3.65283203125,2.6968605500539993
241,2.0,2.467041015625,3.284297118483473
242,2.0,4.791015625,3.284297118483473
243,2.0,2.17236328125,2.3526929927296583
244,2.0,5.04931640625,3.81016704720914
245,2.0,2.07666015625,2.3752267733823507
246,2.0,4.19384765625,3.489434847024139
247,2.0,2.247314453125,2.2672207597526053
248,2.0,4.255615234375,3.1648584799102872
249,2.0,1.736572265625,2.687428864602929
250,2.0,4.385498046875,4.652508252671833
251,2.0,4.08837890625,3.619018207982324
252,2.0,2.45654296875,2.761331165562591
253,2.0,4.495849609375,3.5626372189533417
254,2.0,1.932373046875,2.700812674622981
255,2.0,4.87060546875,3.6199354902639893
256,2.0,2.158447265625,3.3114049938490786
257,2.0,5.73486328125,3.50664178544621
258,2.0,2.104736328125,2.46575258999757
259,2.0,5.048828125,3.5866914458210952
260,2.0,2.103759765625,2.2313129699378904
261,2.0,5.088134765625,4.245234213568042
262,2.0,6.00439453125,3.3438089052107887
263,2.0,2.100830078125,3.284297118483473
264,2.0,6.38427734375,3.311487486348042
265,2.0,2.130859375,3.284297118483473
266,2.0,4.914306640625,3.284297118483473
267,2.0,2.222412109375,2.8108650387422145
268,2.0,4.1533203125,4.2820275145145095
269,2.0,2.135986328125,2.64446029468175
270,2.0,3.132568359375,3.160959249352573
271,2.0,2.28125,2.687428864602929
272,2.0,3.396728515625,3.353475337311641
273,2.0,6.91015625,3.5644021945599675
274,2.0,1.74853515625,2.635947918429101
