,0,1
0,2.343505859375,2.21428123200124
1,1.930419921875,2.143730805948138
2,2.165283203125,2.185344779211137
3,1.877197265625,2.1982345896922664
4,2.36767578125,2.1312086510673214
5,1.86083984375,2.258527414748132
6,2.287109375,2.156105275528588
7,1.765869140625,2.3201537389307507
8,2.386962890625,2.23814735596258
9,2.25439453125,2.192214153802343
10,2.020751953125,2.2321541686447905
11,2.62646484375,2.381455852871175
12,2.03515625,1.9990852205899416
13,2.378662109375,2.199611423897791
14,2.05419921875,2.077678853194831
15,2.164306640625,2.240626838344704
16,2.28955078125,2.175110364855309
17,2.28564453125,2.2769208421644676
18,1.723388671875,2.1761837928136805
19,2.0322265625,2.185344779211137
20,2.228515625,2.1769931079167355
21,2.239990234375,2.155232678941748
22,2.16552734375,2.00857903319874
23,2.319580078125,2.0108083399224435
24,2.62890625,2.2419634826061032
25,2.14453125,2.185344779211137
26,2.604248046875,2.185344779211137
27,2.05322265625,2.199245635209148
28,1.795654296875,2.1166301746758753
29,2.5791015625,2.1096010376195315
30,2.352783203125,2.1693176081910397
31,1.997802734375,2.220341701370187
32,1.923828125,2.185344779211137
33,2.285400390625,2.1769931079167355
34,2.430419921875,2.1355433181036005
35,2.3505859375,2.2828751210109486
36,2.509765625,2.2267304943278354
37,2.216552734375,2.1587583769627563
38,2.251708984375,2.0902165102716044
39,1.896240234375,1.942256191696812
40,1.947998046875,2.3304027352516368
41,2.15771484375,2.256869731317258
42,2.041748046875,2.1817821138759848
43,2.0986328125,2.0297000251826343
44,1.997314453125,2.274022190493184
45,2.0546875,2.2612399415888285
46,2.568603515625,2.185344779211137
47,2.469482421875,1.9939651885455165
48,2.36669921875,2.185344779211137
49,2.29150390625,2.212505037626094
50,2.048828125,2.214969066454836
51,2.2666015625,2.0341590828081686
52,2.315673828125,2.19734968496724
53,2.0869140625,2.323759000985143
54,2.265380859375,2.185344779211137
55,2.39599609375,2.2427923159917014
56,2.494140625,2.059838544681852
57,2.3037109375,2.217210846304437
58,2.188720703125,2.185344779211137
59,2.203857421875,2.2321541686447905
60,2.53515625,2.2760083585313446
61,1.84326171875,2.135456084621414
62,2.094970703125,2.1769931079167355
63,1.973876953125,2.0907783885377063
64,2.267333984375,2.188843037797321
65,1.72607421875,2.342500581006117
66,1.997802734375,2.173545351759652
67,2.304931640625,2.1456153842515757
68,2.435546875,2.1312937325348544
69,2.0498046875,2.2140493793695004
70,2.05859375,2.2010917354319637
71,2.139892578125,2.295612510615656
72,2.462646484375,2.1328763548285217
73,2.28857421875,2.173545351759652
74,1.737060546875,2.173545351759652
75,2.090087890625,2.241506814376579
76,2.4228515625,2.1145670496367326
77,2.04150390625,2.185344779211137
78,2.185546875,2.225406872954912
79,2.049072265625,2.2130241085339306
80,2.043212890625,2.0066242958582032
81,2.632080078125,2.178722839712421
82,2.29150390625,2.185344779211137
83,2.227783203125,2.220341701370187
84,2.142822265625,2.1456153842515757
85,2.31396484375,2.185344779211137
86,1.906494140625,2.063446928357385
87,1.93798828125,2.166442951091636
