-1.517712769,-1.784614746,7,2,72,0,0.0032772269659733,0.00356414448825589,0.00114461191285901,0.00122852512687794,0.00160837480935872,7.83881877774463e-08,1.71646200199554e-05,0.000241098547245847,-2.130863281,-1.489892334
-0.8879552,-1.550213013,16,0,20,29,0.00642417501484289,0.00320838288001811,0.00275039843275921,0.00276653803532267,2.02665347350313e-07,0.0014105421216115,0.000525018811494309,0.000921935546800163,-1.517712769,-1.784614746
-0.249626831,-1.797072754,29,0,66,15,0.00245203493918529,0.0015130326552085,0.000928745614867786,0.00312513557851577,0.000404328042206664,3.31969255698613e-08,9.7061581720681e-05,0.00110308536133084,-0.8879552,-1.550213013
0.354921173,-1.56884729,49,16,8,0,0.00270417340422986,0.00142248169018692,0.002021690595889,0.00469307891989877,0.000577301342005407,0.00026389311625074,0.000259187942880484,3.1379817344062e-08,-0.249626831,-1.797072754
0.969319092,-1.842319092,18,11,6,0,0.00163121193403357,0.00234565413959825,0.00290783226308077,0.00354796676574577,6.81357334776981e-08,0.000295103943189552,0.000451113263839379,0.00189634593115711,0.354921173,-1.56884729
1.574380981,-1.605191895,44,40,17,0,0.000989133240884136,0.00164670914270926,0.00319279685008702,0.00710806791798375,0.000144402398822391,0.000285933611448399,0.00072358764679201,6.06579461559978e-08,0.969319092,-1.842319092
2.194501709,-1.846160034,35,48,0,12,0.0011425835861759,0.00136280814362207,0.00379511888875958,0.00851137954192369,2.10827128765359e-08,0.000190647180414714,0.00100762591907981,0.00801894943531983,1.574380981,-1.605191895
2.718838379,-1.572616089,73,41,0,1,0.00101601639630098,0.00127747469173133,0.00667136120328839,0.0119287085259925,0.000103592122782978,0.000185507093605318,0.00303030831611599,0.0109645647789126,2.194501709,-1.846160034
3.326691895,-1.792525024,67,60,11,0,0.000929692949195713,0.00102862168172279,0.0126162816125635,0.0116302104103901,4.90637928083706e-05,0.000136701895833392,0.0075330544459842,0.0156447942003103,2.718838379,-1.572616089
3.481588135,-1.694138916,178,67,0,1,0.000825113077271642,0.000882513382040876,0.00849768742929743,0.0231766377791833,6.661772052878e-05,5.28831907921524e-05,0.00526969865746826,0.027478119637312,3.326691895,-1.792525024
2.924615479,-1.45693396,146,92,29,0,0.000618544306907759,0.00048197895787377,0.00270571847995284,0.0021214116251734,5.5651893509366e-05,2.41973188234077e-05,0.000471265093200922,1.08781309075491e-08,3.481588135,-1.694138916
2.382180664,-1.640186523,319,42,31,0,0.00055710358010329,0.000643268087639863,0.00143820250616161,0.0020255305973647,3.45011316819479e-05,2.96227939577949e-05,0.000226673489300682,0.00111877820187411,2.924615479,-1.45693396
1.781421143,-1.402450806,40,27,0,34,0.00152626404323897,0.0010716010332033,0.00347326131489549,0.00443555267982104,3.92149844194986e-08,0.000169650232430683,0.00083300069793353,2.38893872718881e-08,2.382180664,-1.640186523
1.204786743,-1.605137817,69,33,8,0,0.00115642561762869,0.000919538359697607,0.00281854319471997,0.00324896285445559,7.79131474617827e-05,1.2183388201197e-08,0.000384330979996007,7.41846976629638e-08,1.781421143,-1.402450806
0.602235291,-1.422311646,16,1,0,26,0.00210302357568818,0.00103765005385929,0.00145091794489926,0.00274524652145432,5.27023012145286e-08,2.50130103795757e-08,0.000141459477908325,1.09278396167553e-07,1.204786743,-1.605137817
0.035041149,-1.641886475,30,0,5,3,0.00205260876178823,0.00111460344429331,0.00124381795748121,0.00206887690665735,6.56842010318452e-08,0.000211127575983175,0.000150089284498038,6.04235107033868e-08,0.602235291,-1.422311646
-0.584353394,-1.442006348,55,0,42,40,0.00478218712411402,0.00503743482626622,0.00105869970939467,0.0016768065484534,0.00149584785563512,0.0012065528888447,8.50912558983887e-05,0.000460925781051117,0.035041149,-1.641886475
-1.148758789,-1.677991821,0,4,100,13,0.00399212085107305,0.0028043165575985,0.000973686029097738,0.00169473312157845,7.52251618273827e-08,0.000867370357081844,7.33493304384006e-05,0.000444000188626502,-0.584353394,-1.442006348
-1.755167603,-1.461414673,12,0,67,52,0.00696020628605894,0.00548736774889661,0.00106088774854484,0.00101732875017243,9.79008148212395e-08,3.73404712861328e-08,6.31703293216129e-05,0.000180657718870336,-1.148758789,-1.677991821
-2.311436279,-1.68000293,0,6,104,2,0.0070296070011777,0.00461262568976505,0.000651427636206249,0.00133631538490906,1.98960024454078e-07,0.00151997490817085,4.92316451857319e-05,3.28264498865098e-08,-1.755167603,-1.461414673
-2.886272461,-1.43358667,7,0,61,64,0.0155806703217289,0.00697083473340948,0.000704327223033352,0.00117673308820568,0.01607156425053,0.0056528794509107,2.50662560788392e-05,0.000196850543036402,-2.311436279,-1.68000293
-3.400894043,-1.668777344,18,0,127,70,0.0273176943568645,0.0171397407274316,0.000466710238129789,0.00104994085403737,0.0707085161634245,0.0689564901276207,3.10160124787166e-05,0.000170167648157773,-2.886272461,-1.43358667
