1,1.640625,2.122066498
1,1.901855469,1.545372554
1,1.573974609,1.320677076
1,2.220703125,1.780235835
1,1.596191406,1.465835026
1,2.184082031,1.858522688
1,1.805175781,1.470595769
1,1.901123047,1.669429779
1,1.509033203,1.611586979
1,1.888916016,1.9259055
1,2.030273438,0.956178938
1,1.817138672,1.483849117
1,1.926513672,1.74792317
1,1.766357422,1.791380201
1,2.384033203,1.462539128
1,1.622070313,1.90858405
1,2.409423828,1.631310054
1,1.831054688,1.963503156
1,2.401367188,1.426145826
1,1.505126953,1.609023503
1,2.148193359,1.363173894
1,1.634765625,1.685073308
1,1.530029297,1.684218815
1,1.7421875,1.64856175
1,1.545166016,1.376113347
1,1.803710938,1.819298335
1,1.553466797,1.51265771
1,1.649414063,1.555171967
1,1.481201172,1.47108405
1,1.873535156,2.136714935
1,1.545654297,1.286128998
1,1.803222656,2.188918522
1,1.701904297,1.678346906
1,1.376708984,0.821651459
1,1.727783203,2.707027435
1,1.68359375,1.675289154
1,1.617431641,2.360719953
1,2.515380859,1.788938795
1,1.498779297,1.953994206
1,2.432617188,1.781368256
1,1.650878906,1.97007697
1,2.297851563,1.605104719
1,1.517333984,2.080202375
1,1.981445313,1.484010969
1,1.520996094,1.557491302
1,1.432861328,-18.51330348
1,1.697998047,1.483034406
1,1.676025391,1.627150944
1,1.656982422,1.59229987
1,2.073974609,2.051162175
1,1.665039063,1.738243648
1,1.825927734,1.720091139
1,1.680419922,1.337398529
1,1.876464844,2.18151692
1,1.642578125,2.091921125
1,1.961914063,2.298219953
1,1.627441406,1.746056148
1,1.572509766,1.932091304
1,1.71484375,1.154537201
1,2.159912109,1.739708492
1,1.713867188,1.386855534
1,1.889404297,1.76354817
1,1.563232422,1.525026594
1,2.095214844,2.045534406
1,1.551025391,1.647841862
1,1.913085938,1.598384857
1,1.651367188,1.528684889
1,1.893554688,1.938716888
1,1.510986328,1.465208326
1,1.577148438,1.88842392
1,2.245849609,1.539675031
1,1.551513672,1.410884857
1,1.620849609,1.475722722
1,1.716552734,1.615598951
1,1.63671875,1.588341304
1,1.470947266,1.977013179
1,2.114990234,1.452632904
1,1.603271484,1.79554694
1,2.050537109,1.391966139
1,1.662353516,1.670774732
1,1.669189453,1.861940656
1,1.539794922,1.548302242
1,1.940917969,2.037721906
1,1.7890625,1.608034406
1,2.046630859,1.775026594
1,1.7265625,1.45483017
1,2.068359375,2.42445319
1,1.646728516,1.468385969
1,1.853759766,2.29164069
1,1.692382813,1.368300847
1,1.625,1.483274732
1,1.497558594,1.773888179
1,1.425537109,14.17395238
1,1.640380859,1.663326263
1,2.123535156,1.914565495
1,1.637451172,1.598757063
1,2.119384766,1.986648015
1,1.607910156,1.45495442
1,1.634033203,1.686153412
1,1.696777344,1.186275482
1,1.873046875,1.956663404
1,1.698242188,1.310054779
1,1.866943359,1.643325261
1,1.466308594,2.005263737
1,1.384033203,0.91273444
1,1.704101563,1.032711029
1,2.034912109,1.327144623
1,1.516113281,1.490962982
1,2.393066406,1.508541107
1,1.433105469,1.648073469
1,2.387939453,1.892942701
1,1.645751953,1.618789128
1,1.974121094,1.653932844
1,1.592529297,2.124263763
1,1.822509766,1.810787201
1,1.494384766,1.142836979
1,1.821777344,1.627077375
1,1.852783203,1.747695378
1,1.670654297,1.681148529
1,1.807373047,1.748411451
1,1.594238281,1.581993648
1,1.815673828,1.794554029
1,1.686523438,1.560073308
1,1.951416016,1.811416081
1,1.562255859,1.54699925
1,2.025146484,1.70104599
1,1.379638672,1.7696555
1,1.303222656,1.087034498
1,1.698730469,1.607790266
1,1.861328125,1.710085188
1,1.684570313,1.752403804
1,1.968261719,1.664671217
1,1.601074219,1.823684147
1,2.233642578,1.811643873
1,1.494873047,2.084346771
1,2.393798828,2.419185638
1,1.560546875,1.764646803
1,2.285888672,1.522423335
1,1.581787109,-4.563025883
1,1.463134766,1.131065914
1,1.604736328,1.64660481
1,1.952636719,1.747765132
1,1.750732422,2.274044037
1,1.806884766,2.08460944
1,1.521972656,1.698692867
1,1.576660156,1.927077702
1,1.788818359,1.733535222
1,1.625,2.515987396
1,1.651367188,1.657839094
1,2.002685547,2.006310054
1,1.588134766,1.779421125
1,1.473388672,1.692259107
1,1.496337891,1.584837232
1,1.917724609,1.899864742
1,1.426513672,1.776243482
1,2.309814453,2.158931732
1,1.432128906,1.658653804
1,2.094726563,1.812740326
1,1.694824219,1.695925031
1,1.829101563,1.441282545
1,1.583496094,1.715294429
1,2.002929688,1.916255951
1,1.698974609,1.555052076
1,1.593505859,1.671022688
1,1.525878906,1.562462398
1,1.638916016,1.766109467
1,1.724609375,1.794640132
1,1.631591797,1.557493482
1,2.010986328,1.340328217
1,1.713378906,1.75182942
1,1.910400391,2.702510834
1,1.611083984,1.721450261
1,1.802978516,1.83191136
1,1.404541016,1.293419429
1,1.656494141,1.778823308
1,1.478759766,1.400039128
1,1.713378906,1.990685054
1,1.527099609,2.495235443
1,2.037109375,1.523399898
1,1.534912109,2.006710052
1,1.921630859,1.903929029
1,1.500244141,1.706923894
1,1.886230469,1.696181706
1,1.335205078,2.082884107
1,1.645507813,1.785293034
1,1.581298828,0.81262425
1,1.757568359,10.85279792
1,1.524169922,1.788448334
1,1.76171875,1.742080144
1,1.598388672,1.809044429
1,1.875,2.024620601
1,1.523681641,1.660764967
1,2.083007813,1.078121185
1,1.66796875,1.776979719
1,2.387207031,1.973757063
1,1.456298828,1.901817867
1,1.802490234,2.507808685
1,1.345214844,1.81847981
1,1.476318359,2.29491806
2,1.815185547,1.405885969
2,1.616455078,1.363645826
2,2.291503906,2.651503972
2,1.286132813,1.573692867
2,2.38671875,3.946181706
2,1.239257813,1.575820378
2,2.450195313,2.348268781
2,1.522460938,1.604628972
2,2.702148438,2.551393781
2,1.629638672,1.540175847
2,3.12890625,2.051162175
2,1.441162109,1.215328217
2,2.275878906,1.250625065
2,1.572753906,0.906630925
2,1.392333984,1.759239742
2,2.779541016,0.895015717
2,1.200195313,1.96654892
2,2.286132813,1.990127019
2,1.176513672,1.683067867
2,2.319335938,1.61731175
2,1.434082031,1.587154388
2,2.391601563,2.267214094
2,1.353271484,1.423464094
2,2.809570313,1.96691731
2,1.353759766,1.636226654
2,2.774902344,1.846803938
2,1.484619141,1.536757878
2,2.432373047,1.95495442
2,1.397949219,1.36901692
2,1.887451172,3.105605534
2,1.367919922,1.659630367
2,2.0703125,2.996474675
2,1.521240234,1.442995344
2,2.369873047,2.619277409
2,1.596679688,1.573482513
2,3.138427734,4.664675031
2,1.307617188,1.426145826
2,2.645996094,0.094478607
2,1.382324219,1.643430982
2,3.070556641,-0.31457683
2,1.997558594,1.509239742
2,1.234375,1.588503156
2,2.46875,2.844362531
2,1.369140625,1.520384107
2,1.846435547,1.743614742
2,1.478515625,1.342247554
2,2.058105469,1.9571555
2,1.23828125,1.434810638
2,2.525390625,1.696669987
2,1.407958984,1.271132878
2,2.489013672,2.511839185
2,1.294189453,1.521935054
2,2.240722656,-19.31395013
2,1.556884766,0.156978607
2,1.302246094,1.370742253
2,2.360107422,1.674440656
2,1.264892578,1.313927242
2,1.932128906,1.867638179
2,1.301513672,1.430788313
2,1.887207031,1.600722722
2,1.261962891,1.472292219
2,1.755371094,2.048302242
2,1.213623047,1.514036451
2,2.01953125,1.956505367
2,1.289550781,1.607906342
2,1.674804688,2.167845045
2,1.257324219,1.792356764
2,1.525390625,1.962282453
2,1.298339844,0.861812592
2,2.002685547,2.765013014
2,1.312011719,1.241451263
2,1.999755859,2.116579328
2,1.261962891,1.297847748
2,2.025146484,2.015822819
2,1.493164063,1.406614576
2,2.244873047,2.213619232
2,1.461914063,1.869753156
2,1.963378906,1.48140771
2,1.233398438,1.571901594
2,2.206787109,1.507042476
2,1.514648438,0.956175123
2,1.798095703,-0.207557133
2,1.264648438,1.743614742
2,2.785644531,1.527724675
2,1.317871094,1.388076237
2,1.854980469,2.109987531
2,1.222900391,1.482872554
2,2.007324219,1.85339192
2,1.224853516,1.619869232
2,1.706054688,6.062880925
2,1.438476563,1.553346906
2,2.093261719,2.097532545
2,1.577148438,1.508263179
2,1.905029297,3.692995344
2,1.143066406,1.29164069
2,1.584228516,1.117800031
2,1.241210938,2.206679753
2,1.545898438,1.996300289
2,1.303222656,1.269981929
2,1.909912109,2.022825514
2,1.25390625,1.467897688
2,2.725585938,2.023696354
2,1.296875,1.567153386
2,2.122314453,2.165525709
2,1.250976563,1.618614742
2,1.721435547,1.919313703
2,1.509033203,1.684044429
2,2.157958984,-10.98008783
2,1.554443359,1.510494232
2,2.095214844,2.011106764
2,1.257568359,1.435020992
2,1.701171875,1.848873138
2,1.278564453,1.426231929
2,1.666748047,2.055300031
2,1.227294922,1.402220045
2,1.666503906,2.074669429
2,1.444824219,1.568810054
2,2.084960938,2.08764267
2,1.287109375,1.497682844
2,2.227783203,-4.251100268
2,1.308349609,1.43932942
2,1.235595703,1.440794264
2,1.587890625,1.899534498
2,1.331054688,1.697389875
2,1.901611328,2.548338209
2,1.536376953,1.515257154
2,1.754638672,2.45570319
2,1.3671875,1.534664154
2,2.263183594,1.888145992
2,1.304443359,1.70797021
2,1.713623047,2.070680891
