1.005004883,0.003178076,0.00681302,0.001987472,0.002869356,0.000191507,2.131946984,0.000168704,0.000246304
0.523925781,0.002305835,0.003716891,0.000471885,0.001667189,0.000222648,0.00016462,9.18E-05,0.000226539
0.607788086,0.002854787,0.005537194,0.000812058,0.002221026,0.000217039,1.839539857,0.000105459,0.000148169
0.717163086,0.00302901,0.005697047,0.000921948,0.002133657,0.000221521,1.902769699,0.000174705,0.000133062
0.805175781,0.002269038,0.003949542,0.000516892,0.001841177,0.000277468,0.000153738,0.00013345,0.000273785
0.526855469,0.000725815,0.001012892,0.000192846,0.000666383,0.000210257,0.000216251,8.56E-05,0.000152294
0.604980469,0.000988276,0.001684201,0.000214599,0.000873744,0.000147576,0.000188483,8.73E-05,0.000148544
0.753662109,0.001638983,0.002366768,0.000317739,0.001019984,0.00022077,0.00014098,8.28E-05,0.000118813
0.465332031,0.00182447,0.003102243,0.000410752,0.001277591,0.00017048,0.000152237,0.000146201,0.000178917
0.656494141,0.002112463,0.003426828,0.000514641,0.001409207,0.000192633,0.000142106,0.000130449,0.000184916
0.744628906,0.002860419,0.004968701,0.000798181,0.001861801,0.000219292,0.000223909,0.000122711,0.000203182
0.678833008,0.002644143,0.004412216,0.000593777,0.001702812,0.000206151,0.000216779,0.000114322,0.00015106
0.653076172,0.001623588,0.002765275,0.000389374,0.001231094,0.000201621,0.000154114,0.00010157,0.000195041
0.886352539,0.002702342,0.004592708,0.000764426,0.001658565,0.000272611,0.000199518,0.000130587,0.00027416
1.657958984,0.008647319,0.015372683,0.006378962,0.005241442,2.720401022,5.864023887,1.475461166,2.263981585
1.635253906,0.008830928,0.013997793,0.005714744,0.005118826,2.585482518,5.482499454,1.421445799,2.089631752
1.969970703,0.006594193,0.01080185,0.003728841,0.00381954,2.015885059,4.337365846,0.610184587,1.458590785
1.273193359,0.004182109,0.00820442,0.001934215,0.002717866,0.849900037,2.89573322,0.000134338,0.000158185
2.396362305,0.00740523,0.013723491,0.005182545,0.00432913,2.437240363,5.301302279,1.148532716,2.036341816
1.221069336,0.009278501,0.015590324,0.007241583,0.005715034,2.727074765,6.003135287,1.599892411,2.377272993
2.477172852,0.009941599,0.016272515,0.008123706,0.006129381,2.827609526,6.166028537,1.762193202,2.516970882
1.305175781,0.012080709,0.020598314,0.011240018,0.00788426,3.340487521,7.272040178,2.304677647,3.339408604
1.790283203,0.011767183,0.020737905,0.011008985,0.007817889,3.231962049,7.08710717,2.264451133,3.297425212
1.958984375,0.012000356,0.021415218,0.011635698,0.008108869,3.261182269,7.274294665,2.357668211,3.256853734
3.99987793,0.019783683,0.04290087,0.028953747,0.014445931,5.71451986,12.65734079,4.892184533,6.32831503
4,0.019342118,0.037847851,0.031152305,0.011941479,5.257467907,11.16365699,4.743324193,5.603494229
3.133911133,0.015292941,0.027226603,0.019306272,0.010068484,3.855265338,8.608790552,3.296550806,4.220039141
3.544677734,0.019379291,0.037785185,0.030323814,0.013509996,5.379788755,11.74516425,4.810581983,5.739121366
1.646484375,0.014531843,0.024444928,0.018014966,0.008799571,3.62551691,7.875603993,2.904952647,3.901338642
3.337646484,0.01361492,0.025241569,0.017950457,0.010311092,3.669373285,8.309742849,3.047461218,4.018226738
4,0.018700798,0.03545943,0.028336786,0.012460444,5.077140616,11.00987186,4.33059322,5.475572948
1.969604492,0.016308239,0.029774877,0.023342587,0.010429584,4.425771507,9.543649159,3.573419951,4.81520049
4,0.019352632,0.038593458,0.032138693,0.013792352,5.562806906,12.32090462,4.800765297,5.90317923
4,0.020046895,0.045595113,0.03944359,0.016894137,6.28021132,13.84478818,5.749659672,6.368209852
1.014038086,0.002005076,0.003319509,0.00046701,0.001213845,0.000232059,0.00017963,0.000118822,0.000202915
1.092529297,0.002769929,0.004555559,0.000961704,0.001518324,0.000255714,0.000220754,0.000137575,0.000205432
1.041381836,0.002815737,0.004079376,0.000722045,0.001599694,0.000203898,0.000186009,0.000118961,0.000160543
